time	V(a,b)	V(a,n)	V(b,n)	V(c,n)	I(Ra)	I(Rla)
1.560285714285714e-002	2.376841e+002	1.891615e+002	-4.852264e+001	-1.406389e+002	9.999192e+000	8.058636e+000
1.560857142857143e-002	2.427104e+002	1.902824e+002	-5.242796e+001	-1.378545e+002	9.999183e+000	8.052934e+000
1.561428571428571e-002	2.477449e+002	1.914063e+002	-5.633855e+001	-1.350678e+002	9.999175e+000	8.047535e+000
1.562000000000000e-002	2.527875e+002	1.925331e+002	-6.025442e+001	-1.322787e+002	9.999166e+000	8.042439e+000
1.562010000000000e-002	2.528759e+002	1.925529e+002	-6.032301e+001	-1.322299e+002	9.999166e+000	8.042357e+000
1.562030000000000e-002	2.530188e+002	1.925924e+002	-6.042635e+001	-1.321661e+002	9.999154e+000	8.042192e+000
1.562070000000000e-002	2.531600e+002	1.926715e+002	-6.048848e+001	-1.321830e+002	9.999109e+000	8.041862e+000
1.562100000000000e-002	2.531651e+002	1.927308e+002	-6.043432e+001	-1.322965e+002	9.999094e+000	8.041616e+000
1.563285714285714e-002	2.516951e+002	1.950859e+002	-5.660915e+001	-1.384768e+002	9.999078e+000	8.033439e+000
1.564471428571428e-002	2.502499e+002	1.974458e+002	-5.280412e+001	-1.446416e+002	9.999062e+000	8.026496e+000
1.565657142857143e-002	2.488296e+002	1.998104e+002	-4.901924e+001	-1.507911e+002	9.999047e+000	8.020788e+000
1.566842857142857e-002	2.474342e+002	2.021797e+002	-4.525451e+001	-1.569252e+002	9.999031e+000	8.016315e+000
1.568028571428571e-002	2.460638e+002	2.045538e+002	-4.150993e+001	-1.630439e+002	9.999015e+000	8.013078e+000
1.569214285714285e-002	2.447182e+002	2.069327e+002	-3.778550e+001	-1.691472e+002	9.999000e+000	8.011075e+000
1.570400000000000e-002	2.433975e+002	2.093163e+002	-3.408121e+001	-1.752351e+002	9.998984e+000	8.010307e+000
1.570410000000000e-002	2.433866e+002	2.093364e+002	-3.405025e+001	-1.752861e+002	9.998984e+000	8.010313e+000
1.570430000000000e-002	2.433310e+002	2.093427e+002	-3.398835e+001	-1.753544e+002	8.332277e+000	8.010324e+000
1.570470000000000e-002	2.430753e+002	2.092108e+002	-3.386455e+001	-1.753463e+002	2.141654e+000	8.010344e+000
1.570500000000000e-002	2.427828e+002	2.090111e+002	-3.377171e+001	-1.752394e+002	-1.254067e-003	8.010358e+000
1.572300000000000e-002	2.226898e+002	1.944482e+002	-2.824159e+001	-1.662066e+002	-1.166690e-003	8.004510e+000
1.572310000000000e-002	2.225784e+002	1.943673e+002	-2.821109e+001	-1.661562e+002	-1.166204e-003	8.004441e+000
1.572330000000001e-002	2.223895e+002	1.942394e+002	-2.815009e+001	-1.660893e+002	1.665538e+000	8.004302e+000
1.572370000000001e-002	2.221564e+002	1.941283e+002	-2.802816e+001	-1.661001e+002	7.856150e+000	8.004023e+000
1.572400000000000e-002	2.220824e+002	1.941456e+002	-2.793672e+001	-1.662089e+002	9.999054e+000	8.003813e+000
1.572456000000000e-002	2.220246e+002	1.942585e+002	-2.776613e+001	-1.664924e+002	9.999053e+000	8.003425e+000
1.573705142857143e-002	2.207879e+002	1.967864e+002	-2.400157e+001	-1.727848e+002	9.999037e+000	7.996453e+000
1.574954285714286e-002	2.195942e+002	1.993176e+002	-2.027658e+001	-1.790410e+002	9.999020e+000	7.990857e+000
1.576203428571428e-002	2.184433e+002	2.018522e+002	-1.659116e+001	-1.852610e+002	9.999004e+000	7.986635e+000
1.577452571428571e-002	2.173354e+002	2.043901e+002	-1.294532e+001	-1.914448e+002	9.998988e+000	7.983789e+000
1.578701714285714e-002	2.162704e+002	2.069314e+002	-9.339045e+000	-1.975923e+002	9.998972e+000	7.982317e+000
1.579950857142856e-002	2.152483e+002	2.094760e+002	-5.772348e+000	-2.037036e+002	9.998955e+000	7.982220e+000
1.581199999999999e-002	2.142692e+002	2.120239e+002	-2.245224e+000	-2.097787e+002	9.998940e+000	7.983498e+000
1.581210000000000e-002	2.142617e+002	2.120443e+002	-2.217422e+000	-2.098269e+002	9.998939e+000	7.983520e+000
1.581230000000000e-002	2.142807e+002	2.120850e+002	-2.195694e+000	-2.098893e+002	9.998973e+000	7.983565e+000
1.581270000000000e-002	2.144633e+002	2.121665e+002	-2.296852e+000	-2.098696e+002	9.999102e+000	7.983656e+000
1.581299999999999e-002	2.147010e+002	2.122275e+002	-2.473495e+000	-2.097540e+002	9.999146e+000	7.983725e+000
1.581757142857142e-002	2.189867e+002	2.131577e+002	-5.829052e+000	-2.073286e+002	9.999138e+000	7.984988e+000
1.582214285714285e-002	2.232768e+002	2.140871e+002	-9.189627e+000	-2.048975e+002	9.999131e+000	7.986420e+000
1.582671428571428e-002	2.275712e+002	2.150159e+002	-1.255522e+001	-2.024607e+002	9.999124e+000	7.988023e+000
1.583128571428571e-002	2.318699e+002	2.159441e+002	-1.592583e+001	-2.000182e+002	9.999117e+000	7.989794e+000
1.583585714285714e-002	2.361729e+002	2.168715e+002	-1.930146e+001	-1.975700e+002	9.999110e+000	7.991736e+000
1.584042857142857e-002	2.404804e+002	2.177983e+002	-2.268210e+001	-1.951161e+002	9.999103e+000	7.993847e+000
1.584500000000000e-002	2.447921e+002	2.187243e+002	-2.606777e+001	-1.926566e+002	9.999096e+000	7.996127e+000
1.584510000000000e-002	2.448865e+002	2.187446e+002	-2.614192e+001	-1.926026e+002	9.999096e+000	7.996181e+000
1.584530000000001e-002	2.450076e+002	2.187512e+002	-2.625640e+001	-1.924948e+002	8.332361e+000	7.996290e+000
1.584570000000000e-002	2.449606e+002	2.186198e+002	-2.634077e+001	-1.922790e+002	2.141633e+000	7.996505e+000
1.584600000000000e-002	2.447239e+002	2.184206e+002	-2.630334e+001	-1.921172e+002	-1.310524e-003	7.996665e+000
1.590100000000000e-002	1.859241e+002	1.740250e+002	-1.189914e+001	-1.621258e+002	-1.044150e-003	7.964931e+000
1.590110000000000e-002	1.858182e+002	1.739445e+002	-1.187364e+001	-1.620708e+002	-1.043667e-003	7.964766e+000
1.590130000000001e-002	1.856740e+002	1.738174e+002	-1.185651e+001	-1.619609e+002	1.665679e+000	7.964433e+000
1.590170000000001e-002	1.856747e+002	1.737079e+002	-1.196686e+001	-1.617410e+002	7.856362e+000	7.963766e+000
1.590200000000000e-002	1.858769e+002	1.737265e+002	-1.215040e+001	-1.615761e+002	9.999290e+000	7.963266e+000
1.590345142857143e-002	1.872725e+002	1.740252e+002	-1.324728e+001	-1.607779e+002	9.999287e+000	7.960864e+000
1.590490285714286e-002	1.886692e+002	1.743244e+002	-1.434479e+001	-1.599796e+002	9.999285e+000	7.958495e+000
1.590635428571429e-002	1.900669e+002	1.746240e+002	-1.544292e+001	-1.591810e+002	9.999283e+000	7.956158e+000
1.590780571428572e-002	1.914656e+002	1.749239e+002	-1.654168e+001	-1.583823e+002	9.999281e+000	7.953854e+000
1.590925714285715e-002	1.928654e+002	1.752244e+002	-1.764107e+001	-1.575833e+002	9.999279e+000	7.951583e+000
1.591070857142858e-002	1.942663e+002	1.755252e+002	-1.874109e+001	-1.567841e+002	9.999276e+000	7.949344e+000
1.591216000000001e-002	1.956682e+002	1.758264e+002	-1.984173e+001	-1.559847e+002	9.999274e+000	7.947138e+000
1.593100000000000e-002	2.139103e+002	1.797560e+002	-3.415424e+001	-1.456018e+002	9.999244e+000	7.920142e+000
1.593110000000000e-002	2.140074e+002	1.797770e+002	-3.423040e+001	-1.455466e+002	9.999244e+000	7.920011e+000
1.593130000000001e-002	2.141679e+002	1.798190e+002	-3.434888e+001	-1.454702e+002	9.999226e+000	7.919750e+000
1.593170000000001e-002	2.143443e+002	1.799031e+002	-3.444126e+001	-1.454618e+002	9.999156e+000	7.919229e+000
1.593200000000000e-002	2.143759e+002	1.799661e+002	-3.440981e+001	-1.455563e+002	9.999131e+000	7.918839e+000
1.594514285714286e-002	2.139189e+002	1.827487e+002	-3.117025e+001	-1.515784e+002	9.999115e+000	7.903800e+000
1.595828571428571e-002	2.135017e+002	1.855429e+002	-2.795888e+001	-1.575840e+002	9.999098e+000	7.890483e+000
1.597142857142857e-002	2.131243e+002	1.883486e+002	-2.477570e+001	-1.635729e+002	9.999081e+000	7.878886e+000
1.598457142857143e-002	2.127867e+002	1.911660e+002	-2.162072e+001	-1.695453e+002	9.999063e+000	7.869010e+000
1.599771428571429e-002	2.124889e+002	1.939949e+002	-1.849393e+001	-1.755010e+002	9.999046e+000	7.860855e+000
1.601085714285714e-002	2.122308e+002	1.968355e+002	-1.539533e+001	-1.814401e+002	9.999029e+000	7.854421e+000
1.602400000000000e-002	2.120125e+002	1.996876e+002	-1.232492e+001	-1.873627e+002	9.999011e+000	7.849708e+000
1.602410000000000e-002	2.120112e+002	1.997093e+002	-1.230186e+001	-1.874075e+002	9.999011e+000	7.849686e+000
1.602430000000001e-002	2.119747e+002	1.997189e+002	-1.225578e+001	-1.874631e+002	8.332309e+000	7.849642e+000
1.602470000000000e-002	2.117571e+002	1.995935e+002	-1.216364e+001	-1.874299e+002	2.141704e+000	7.849554e+000
1.602500000000000e-002	2.114932e+002	1.993987e+002	-1.209454e+001	-1.873042e+002	-1.196393e-003	7.849486e+000
1.603900000000000e-002	1.971952e+002	1.883009e+002	-8.894272e+000	-1.794067e+002	-1.129805e-003	7.842368e+000
1.603910000000000e-002	1.970933e+002	1.882217e+002	-8.871582e+000	-1.793501e+002	-1.129330e-003	7.842289e+000
1.603930000000001e-002	1.969233e+002	1.880971e+002	-8.826218e+000	-1.792709e+002	1.665570e+000	7.842132e+000
1.603970000000000e-002	1.967280e+002	1.879925e+002	-8.735535e+000	-1.792569e+002	7.856167e+000	7.841814e+000
1.604000000000000e-002	1.966823e+002	1.880148e+002	-8.667542e+000	-1.793472e+002	9.999065e+000	7.841575e+000
1.604584000000000e-002	1.966391e+002	1.892898e+002	-7.349288e+000	-1.819405e+002	9.999058e+000	7.837203e+000
1.605168000000001e-002	1.966095e+002	1.905668e+002	-6.042703e+000	-1.845241e+002	9.999050e+000	7.833323e+000
1.605752000000001e-002	1.965935e+002	1.918457e+002	-4.747788e+000	-1.870979e+002	9.999043e+000	7.829935e+000
1.606336000000002e-002	1.965910e+002	1.931265e+002	-3.464541e+000	-1.896619e+002	9.999035e+000	7.827040e+000
1.606920000000002e-002	1.966022e+002	1.944092e+002	-2.192963e+000	-1.922162e+002	9.999027e+000	7.824638e+000
1.607504000000003e-002	1.966269e+002	1.956938e+002	-9.330544e-001	-1.947607e+002	9.999020e+000	7.822728e+000
1.608088000000003e-002	1.966652e+002	1.969803e+002	3.151855e-001	-1.972955e+002	9.999012e+000	7.821311e+000
1.612184000000007e-002	1.970857e+002	2.060033e+002	8.917587e+000	-2.149209e+002	9.998958e+000	7.816932e+000
1.613600000000000e-002	1.973124e+002	2.091242e+002	1.181181e+001	-2.209360e+002	9.998940e+000	7.818388e+000
1.613610000000000e-002	1.973145e+002	2.091462e+002	1.183171e+001	-2.209779e+002	9.998940e+000	7.818418e+000
1.613630000000001e-002	1.973526e+002	2.091903e+002	1.183768e+001	-2.210280e+002	9.998979e+000	7.818477e+000
1.613670000000000e-002	1.975734e+002	2.092784e+002	1.170500e+001	-2.209834e+002	9.999122e+000	7.818596e+000
1.613700000000000e-002	1.978397e+002	2.093444e+002	1.150470e+001	-2.208492e+002	9.999171e+000	7.818686e+000
1.613985714285714e-002	2.007894e+002	2.099735e+002	9.184120e+000	-2.191576e+002	9.999166e+000	7.819638e+000
1.614271428571428e-002	2.037405e+002	2.106022e+002	6.861685e+000	-2.174639e+002	9.999161e+000	7.820660e+000
1.614557142857142e-002	2.066933e+002	2.112307e+002	4.537395e+000	-2.157681e+002	9.999157e+000	7.821754e+000
1.614842857142857e-002	2.096476e+002	2.118589e+002	2.211249e+000	-2.140701e+002	9.999152e+000	7.822918e+000
1.615128571428571e-002	2.126036e+002	2.124868e+002	-1.167511e-001	-2.123701e+002	9.999147e+000	7.824154e+000
1.615414285714285e-002	2.155611e+002	2.131144e+002	-2.446607e+000	-2.106678e+002	9.999142e+000	7.825460e+000
1.615699999999999e-002	2.185201e+002	2.137418e+002	-4.778318e+000	-2.089635e+002	9.999137e+000	7.826838e+000
1.615709999999999e-002	2.186238e+002	2.137638e+002	-4.859995e+000	-2.089038e+002	9.999137e+000	7.826889e+000
1.615730000000000e-002	2.187633e+002	2.137738e+002	-4.989515e+000	-2.087843e+002	8.332400e+000	7.826992e+000
1.615770000000000e-002	2.187533e+002	2.136493e+002	-5.104004e+000	-2.085453e+002	2.141665e+000	7.827196e+000
1.615799999999999e-002	2.185443e+002	2.134551e+002	-5.089111e+000	-2.083660e+002	-1.280731e-003	7.827347e+000
1.616742857142857e-002	2.092834e+002	2.059957e+002	-3.287672e+000	-2.027080e+002	-1.235974e-003	7.828537e+000
1.617685714285714e-002	2.000463e+002	1.985417e+002	-1.504571e+000	-1.970371e+002	-1.191251e-003	7.826848e+000
1.618628571428571e-002	1.908331e+002	1.910933e+002	2.601916e-001	-1.913534e+002	-1.146560e-003	7.822281e+000
1.619571428571428e-002	1.816437e+002	1.836503e+002	2.006617e+000	-1.856569e+002	-1.101902e-003	7.814836e+000
1.620514285714286e-002	1.724781e+002	1.762128e+002	3.734704e+000	-1.799475e+002	-1.057277e-003	7.804512e+000
1.621457142857143e-002	1.633364e+002	1.687808e+002	5.444453e+000	-1.742252e+002	-1.012685e-003	7.791309e+000
1.622400000000000e-002	1.542185e+002	1.613543e+002	7.135864e+000	-1.684902e+002	-9.681259e-004	7.775228e+000
1.622410000000001e-002	1.541222e+002	1.612758e+002	7.153549e+000	-1.684293e+002	-9.676547e-004	7.775023e+000
1.622430000000001e-002	1.539975e+002	1.611525e+002	7.155067e+000	-1.683076e+002	1.665754e+000	7.774613e+000
1.622470000000001e-002	1.540371e+002	1.610507e+002	7.013514e+000	-1.680642e+002	7.856432e+000	7.773792e+000
1.622500000000000e-002	1.542685e+002	1.610750e+002	6.806559e+000	-1.678816e+002	9.999359e+000	7.773176e+000
1.622728571428572e-002	1.566900e+002	1.615901e+002	4.900077e+000	-1.664901e+002	9.999355e+000	7.768558e+000
1.622957142857143e-002	1.591134e+002	1.621060e+002	2.992592e+000	-1.650986e+002	9.999352e+000	7.764000e+000
1.623185714285714e-002	1.615386e+002	1.626227e+002	1.084103e+000	-1.637068e+002	9.999348e+000	7.759503e+000
1.623414285714285e-002	1.639657e+002	1.631404e+002	-8.253894e-001	-1.623150e+002	9.999344e+000	7.755067e+000
1.623642857142857e-002	1.663947e+002	1.636588e+002	-2.735886e+000	-1.609230e+002	9.999340e+000	7.750691e+000
1.623871428571428e-002	1.688256e+002	1.641782e+002	-4.647386e+000	-1.595308e+002	9.999336e+000	7.746376e+000
1.624099999999999e-002	1.712583e+002	1.646984e+002	-6.559890e+000	-1.581385e+002	9.999331e+000	7.742122e+000
1.624109999999999e-002	1.713648e+002	1.647212e+002	-6.643606e+000	-1.580776e+002	9.999331e+000	7.741939e+000
1.624130000000000e-002	1.715440e+002	1.647668e+002	-6.777210e+000	-1.579896e+002	9.999306e+000	7.741574e+000
1.624170000000000e-002	1.717579e+002	1.648581e+002	-6.899841e+000	-1.579582e+002	9.999212e+000	7.740845e+000
1.624199999999999e-002	1.718176e+002	1.649265e+002	-6.891068e+000	-1.580354e+002	9.999179e+000	7.740299e+000
1.624784000000000e-002	1.721496e+002	1.662637e+002	-5.885913e+000	-1.603778e+002	9.999171e+000	7.729992e+000
1.625368000000000e-002	1.724966e+002	1.676070e+002	-4.889598e+000	-1.627173e+002	9.999164e+000	7.720259e+000
1.625952000000001e-002	1.728584e+002	1.689563e+002	-3.902121e+000	-1.650541e+002	9.999156e+000	7.711100e+000
1.626536000000001e-002	1.732352e+002	1.703117e+002	-2.923483e+000	-1.673882e+002	9.999148e+000	7.702516e+000
1.627120000000002e-002	1.736269e+002	1.716732e+002	-1.953685e+000	-1.697195e+002	9.999141e+000	7.694505e+000
1.627704000000002e-002	1.740334e+002	1.730407e+002	-9.927247e-001	-1.720480e+002	9.999133e+000	7.687069e+000
1.628288000000003e-002	1.744549e+002	1.744143e+002	-4.060364e-002	-1.743737e+002	9.999125e+000	7.680207e+000
1.632384000000006e-002	1.775844e+002	1.840966e+002	6.512222e+000	-1.906088e+002	9.999070e+000	7.639181e+000
1.634200000000000e-002	1.790879e+002	1.884236e+002	9.335648e+000	-1.977592e+002	9.999045e+000	7.625713e+000
1.634210000000000e-002	1.790968e+002	1.884475e+002	9.350754e+000	-1.977983e+002	9.999045e+000	7.625664e+000
1.634230000000000e-002	1.790807e+002	1.884616e+002	9.380920e+000	-1.978426e+002	8.332350e+000	7.625566e+000
1.634270000000000e-002	1.789040e+002	1.883453e+002	9.441261e+000	-1.977866e+002	2.141765e+000	7.625369e+000
1.634300000000000e-002	1.786708e+002	1.881573e+002	9.486511e+000	-1.976438e+002	-1.128944e-003	7.625219e+000
1.635500000000000e-002	1.676402e+002	1.789181e+002	1.127783e+001	-1.901959e+002	-1.073508e-003	7.616445e+000
1.635510000000000e-002	1.675485e+002	1.788411e+002	1.129262e+001	-1.901337e+002	-1.073047e-003	7.616349e+000
1.635530000000000e-002	1.673989e+002	1.787211e+002	1.132216e+001	-1.900432e+002	1.665622e+000	7.616156e+000
1.635570000000000e-002	1.672444e+002	1.786256e+002	1.138122e+001	-1.900068e+002	7.856200e+000	7.615769e+000
1.635600000000000e-002	1.672292e+002	1.786547e+002	1.142549e+001	-1.900802e+002	9.999092e+000	7.615478e+000
1.637100000000000e-002	1.687022e+002	1.822867e+002	1.358445e+001	-1.958711e+002	9.999072e+000	7.603806e+000
1.638600000000000e-002	1.702327e+002	1.859250e+002	1.569228e+001	-2.016173e+002	9.999052e+000	7.594544e+000
1.640100000000000e-002	1.718208e+002	1.895697e+002	1.774897e+001	-2.073187e+002	9.999032e+000	7.587692e+000
1.641600000000000e-002	1.734663e+002	1.932208e+002	1.975452e+001	-2.129753e+002	9.999011e+000	7.583250e+000
1.643100000000000e-002	1.751694e+002	1.968783e+002	2.170893e+001	-2.185872e+002	9.998991e+000	7.581219e+000
1.644600000000000e-002	1.769299e+002	2.005421e+002	2.361220e+001	-2.241543e+002	9.998971e+000	7.581599e+000
1.646100000000000e-002	1.787480e+002	2.042124e+002	2.546434e+001	-2.296767e+002	9.998950e+000	7.584388e+000
1.646110000000001e-002	1.787605e+002	2.042368e+002	2.547627e+001	-2.297130e+002	9.998950e+000	7.584424e+000
1.646130000000000e-002	1.788193e+002	2.042855e+002	2.546628e+001	-2.297518e+002	9.998992e+000	7.584494e+000
1.646170000000000e-002	1.790814e+002	2.043831e+002	2.530172e+001	-2.296848e+002	9.999150e+000	7.584637e+000
1.646199999999999e-002	1.793788e+002	2.044563e+002	2.507751e+001	-2.295338e+002	9.999205e+000	7.584744e+000
1.646900000000000e-002	1.873287e+002	2.061625e+002	1.883379e+001	-2.249963e+002	9.999191e+000	7.587566e+000
1.646910000000000e-002	1.874423e+002	2.061868e+002	1.874450e+001	-2.249314e+002	9.999191e+000	7.587611e+000
1.646930000000001e-002	1.876020e+002	2.062017e+002	1.859975e+001	-2.248015e+002	8.332453e+000	7.587700e+000
1.646970000000000e-002	1.876321e+002	2.060869e+002	1.845482e+001	-2.245417e+002	2.141712e+000	7.587877e+000
1.647000000000000e-002	1.874531e+002	2.059000e+002	1.844685e+001	-2.243469e+002	-1.235401e-003	7.588009e+000
1.648114285714285e-002	1.776349e+002	1.973550e+002	1.972012e+001	-2.170751e+002	-1.184130e-003	7.588008e+000
1.649228571428571e-002	1.678529e+002	1.888200e+002	2.096709e+001	-2.097871e+002	-1.132920e-003	7.584178e+000
1.650342857142857e-002	1.581073e+002	1.802951e+002	2.218776e+001	-2.024829e+002	-1.081771e-003	7.576518e+000
1.651457142857142e-002	1.483981e+002	1.717802e+002	2.338214e+001	-1.951623e+002	-1.030681e-003	7.565028e+000
1.652571428571428e-002	1.387252e+002	1.632754e+002	2.455022e+001	-1.878256e+002	-9.796521e-004	7.549709e+000
1.653685714285714e-002	1.290886e+002	1.547806e+002	2.569200e+001	-1.804726e+002	-9.286832e-004	7.530560e+000
1.654799999999999e-002	1.194883e+002	1.462958e+002	2.680749e+001	-1.731033e+002	-8.777747e-004	7.507582e+000
1.654810000000000e-002	1.194028e+002	1.462200e+002	2.681721e+001	-1.730372e+002	-8.773199e-004	7.507337e+000
1.654830000000000e-002	1.192994e+002	1.461021e+002	2.680279e+001	-1.729049e+002	1.665843e+000	7.506846e+000
1.654870000000000e-002	1.193818e+002	1.460111e+002	2.662934e+001	-1.726404e+002	7.856515e+000	7.505863e+000
1.654899999999999e-002	1.196451e+002	1.460436e+002	2.639847e+001	-1.724421e+002	9.999439e+000	7.505126e+000
1.655200000000000e-002	1.231428e+002	1.468005e+002	2.365771e+001	-1.704583e+002	9.999434e+000	7.497832e+000
1.655210000000000e-002	1.232595e+002	1.468258e+002	2.356631e+001	-1.703921e+002	9.999434e+000	7.497591e+000
1.655230000000001e-002	1.234590e+002	1.468764e+002	2.341734e+001	-1.702937e+002	9.999401e+000	7.497111e+000
1.655270000000000e-002	1.237135e+002	1.469775e+002	2.326396e+001	-1.702414e+002	9.999280e+000	7.496151e+000
1.655300000000000e-002	1.238037e+002	1.470533e+002	2.324966e+001	-1.703030e+002	9.999238e+000	7.495433e+000
1.656828571428571e-002	1.263112e+002	1.509725e+002	2.466129e+001	-1.756338e+002	9.999217e+000	7.462382e+000
1.658357142857143e-002	1.289003e+002	1.549239e+002	2.602365e+001	-1.809476e+002	9.999196e+000	7.432351e+000
1.659885714285714e-002	1.315710e+002	1.589077e+002	2.733673e+001	-1.862444e+002	9.999175e+000	7.405341e+000
1.661414285714285e-002	1.343232e+002	1.629238e+002	2.860054e+001	-1.915243e+002	9.999154e+000	7.381351e+000
1.662942857142857e-002	1.371571e+002	1.669722e+002	2.981507e+001	-1.967872e+002	9.999133e+000	7.360381e+000
1.664471428571428e-002	1.400725e+002	1.710529e+002	3.098034e+001	-2.020332e+002	9.999111e+000	7.342432e+000
1.665999999999999e-002	1.430695e+002	1.751659e+002	3.209633e+001	-2.072622e+002	9.999089e+000	7.327504e+000
1.666010000000000e-002	1.430896e+002	1.751929e+002	3.210326e+001	-2.072961e+002	9.999089e+000	7.327427e+000
1.666030000000000e-002	1.430959e+002	1.752130e+002	3.211711e+001	-2.073301e+002	8.332398e+000	7.327274e+000
1.666070000000000e-002	1.429639e+002	1.751087e+002	3.214479e+001	-2.072535e+002	2.141836e+000	7.326967e+000
1.666100000000000e-002	1.427642e+002	1.749297e+002	3.216553e+001	-2.070953e+002	-1.049579e-003	7.326735e+000
1.666600000000000e-002	1.387221e+002	1.712299e+002	3.250784e+001	-2.037377e+002	-1.027380e-003	7.322393e+000
1.666610000000000e-002	1.386413e+002	1.711559e+002	3.251462e+001	-2.036705e+002	-1.026936e-003	7.322297e+000
1.666630000000001e-002	1.384798e+002	1.710080e+002	3.252816e+001	-2.035362e+002	-9.799958e-004	7.322104e+000
1.666670000000001e-002	1.381569e+002	1.707121e+002	3.255524e+001	-2.032673e+002	-8.073077e-004	7.321713e+000
1.666700000000000e-002	1.379147e+002	1.704902e+002	3.257550e+001	-2.030657e+002	-7.471118e-004	7.321417e+000
1.667199999999999e-002	1.338836e+002	1.667935e+002	3.290988e+001	-1.997034e+002	-7.329942e-004	7.316004e+000
1.667210000000000e-002	1.338031e+002	1.667196e+002	3.291649e+001	-1.996361e+002	-7.327117e-004	7.315886e+000
1.667230000000000e-002	1.336759e+002	1.666056e+002	3.292972e+001	-1.995354e+002	1.665912e+000	7.315650e+000
1.667270000000000e-002	1.335661e+002	1.665223e+002	3.295618e+001	-1.994785e+002	7.856303e+000	7.315177e+000
1.667299999999999e-002	1.335845e+002	1.665605e+002	3.297600e+001	-1.995365e+002	9.999131e+000	7.314822e+000
1.668828571428571e-002	1.368022e+002	1.707311e+002	3.392898e+001	-2.046601e+002	9.999109e+000	7.300120e+000
1.670357142857143e-002	1.400784e+002	1.749106e+002	3.483223e+001	-2.097429e+002	9.999088e+000	7.288257e+000
1.671885714285714e-002	1.434133e+002	1.790990e+002	3.568576e+001	-2.147848e+002	9.999066e+000	7.279235e+000
1.673414285714286e-002	1.468068e+002	1.832963e+002	3.648955e+001	-2.197859e+002	9.999044e+000	7.273053e+000
1.674942857142857e-002	1.502589e+002	1.875025e+002	3.724362e+001	-2.247461e+002	9.999022e+000	7.269710e+000
1.676471428571429e-002	1.537696e+002	1.917176e+002	3.794796e+001	-2.296655e+002	9.999000e+000	7.269208e+000
1.678000000000000e-002	1.573390e+002	1.959416e+002	3.860257e+001	-2.345441e+002	9.998979e+000	7.271545e+000
1.678010000000001e-002	1.573626e+002	1.959691e+002	3.860649e+001	-2.345756e+002	9.998979e+000	7.271580e+000
1.678030000000000e-002	1.573422e+002	1.959903e+002	3.864815e+001	-2.346385e+002	8.332384e+000	7.271649e+000
1.678070000000000e-002	1.570122e+002	1.958883e+002	3.887605e+001	-2.347644e+002	2.142177e+000	7.271786e+000
1.678099999999999e-002	1.565633e+002	1.957110e+002	3.914772e+001	-2.348587e+002	-5.871328e-004	7.271888e+000
1.678499999999999e-002	1.494304e+002	1.927724e+002	4.334200e+001	-2.361144e+002	-5.783164e-004	7.272918e+000
1.678510000000000e-002	1.492521e+002	1.926989e+002	4.344679e+001	-2.361457e+002	-5.780963e-004	7.272936e+000
1.678530000000000e-002	1.489294e+002	1.925520e+002	4.362254e+001	-2.361745e+002	-6.243230e-004	7.272971e+000
1.678570000000000e-002	1.484286e+002	1.922581e+002	4.382944e+001	-2.360875e+002	-7.967204e-004	7.273036e+000
1.678600000000000e-002	1.481538e+002	1.920377e+002	4.388383e+001	-2.359215e+002	-8.559186e-004	7.273083e+000
1.679714285714285e-002	1.395810e+002	1.838510e+002	4.426995e+001	-2.281209e+002	-8.239440e-004	7.270164e+000
1.680828571428571e-002	1.310477e+002	1.756765e+002	4.462878e+001	-2.203053e+002	-7.919639e-004	7.263613e+000
1.681942857142857e-002	1.225540e+002	1.675143e+002	4.496032e+001	-2.124746e+002	-7.599782e-004	7.253430e+000
1.683057142857143e-002	1.140998e+002	1.593643e+002	4.526458e+001	-2.046289e+002	-7.279868e-004	7.239616e+000
1.684171428571429e-002	1.056851e+002	1.512266e+002	4.554155e+001	-1.967682e+002	-6.959900e-004	7.222170e+000
1.685285714285715e-002	9.730992e+001	1.431012e+002	4.579124e+001	-1.888924e+002	-6.639875e-004	7.201093e+000
1.686400000000000e-002	8.897430e+001	1.349879e+002	4.601364e+001	-1.810016e+002	-6.319794e-004	7.176383e+000
1.686410000000001e-002	8.890009e+001	1.349154e+002	4.601535e+001	-1.809308e+002	-6.316928e-004	7.176125e+000
1.686430000000000e-002	8.871788e+001	1.347705e+002	4.605260e+001	-1.808231e+002	-5.933642e-004	7.175607e+000
1.686470000000000e-002	8.820889e+001	1.344806e+002	4.627167e+001	-1.807522e+002	-4.520431e-004	7.174568e+000
1.686499999999999e-002	8.772644e+001	1.342631e+002	4.653670e+001	-1.807998e+002	-4.027896e-004	7.173786e+000
1.687200000000000e-002	7.547809e+001	1.291971e+002	5.371906e+001	-1.829162e+002	-3.875914e-004	7.154693e+000
1.687210000000000e-002	7.530333e+001	1.291249e+002	5.382155e+001	-1.829464e+002	-3.873747e-004	7.154408e+000
1.687230000000001e-002	7.502147e+001	1.290142e+002	5.399272e+001	-1.830069e+002	1.666227e+000	7.153839e+000
1.687270000000000e-002	7.474698e+001	1.289374e+002	5.419043e+001	-1.831278e+002	7.856508e+000	7.152698e+000
1.687300000000000e-002	7.474266e+001	1.289806e+002	5.423793e+001	-1.832185e+002	9.999298e+000	7.151843e+000
