time	V(a,b)	V(a,n)	V(b,n)	V(c,n)	I(Ra)	I(Rla)
0.000000000000000e+000	-2.360343e+002	-3.319518e+001	2.028392e+002	-1.696440e+002	-2.728976e-004	6.681223e-001
1.000000000028756e-007	-2.359737e+002	-3.320193e+001	2.027718e+002	-1.695698e+002	-2.727357e-004	6.678694e-001
3.000000000016878e-007	-2.358524e+002	-3.321542e+001	2.026370e+002	-1.694216e+002	-1.485814e-004	6.673638e-001
6.999999999993123e-007	-2.356098e+002	-3.324236e+001	2.023674e+002	-1.691251e+002	3.117659e-004	6.663524e-001
9.999999999940612e-007	-2.354278e+002	-3.326254e+001	2.021652e+002	-1.689027e+002	4.708556e-004	6.655939e-001
5.999999999999062e-006	-2.323887e+002	-3.359526e+001	1.987934e+002	-1.651982e+002	4.647774e-004	6.529511e-001
6.100000000001937e-006	-2.323278e+002	-3.360184e+001	1.987260e+002	-1.651241e+002	4.646555e-004	6.526982e-001
6.300000000000749e-006	-2.322399e+002	-3.361501e+001	1.986249e+002	-1.650098e+002	4.039120e-004	6.521925e-001
6.699999999998374e-006	-2.322085e+002	-3.364133e+001	1.985672e+002	-1.649259e+002	1.788315e-004	6.511810e-001
7.000000000000062e-006	-2.322858e+002	-3.366106e+001	1.986247e+002	-1.649637e+002	1.009835e-004	6.504225e-001
2.214285714285649e-005	-2.382740e+002	-3.459993e+001	2.036740e+002	-1.690741e+002	1.038002e-004	6.121372e-001
3.728571428571293e-005	-2.441742e+002	-3.548945e+001	2.086847e+002	-1.731953e+002	1.064688e-004	5.739711e-001
5.242857142856936e-005	-2.499865e+002	-3.632961e+001	2.136569e+002	-1.773272e+002	1.089893e-004	5.359243e-001
6.757142857142579e-005	-2.557108e+002	-3.712042e+001	2.185904e+002	-1.814699e+002	1.113617e-004	4.979967e-001
8.271428571428222e-005	-2.613471e+002	-3.786186e+001	2.234853e+002	-1.856234e+002	1.135860e-004	4.601884e-001
9.785714285713866e-005	-2.668955e+002	-3.855395e+001	2.283416e+002	-1.897876e+002	1.156622e-004	4.224992e-001
1.129999999999951e-004	-2.723560e+002	-3.919669e+001	2.331593e+002	-1.939626e+002	1.175903e-004	3.849294e-001
1.130999999999979e-004	-2.723912e+002	-3.920056e+001	2.331906e+002	-1.939901e+002	1.176021e-004	3.846833e-001
1.132999999999967e-004	-2.724956e+002	-3.924216e+001	2.332534e+002	-1.940112e+002	-1.666503e+000	3.841910e-001
1.136999999999944e-004	-2.728489e+002	-3.946991e+001	2.333789e+002	-1.939090e+002	-7.856808e+000	3.832044e-001
1.139999999999961e-004	-2.732145e+002	-3.974147e+001	2.334731e+002	-1.937316e+002	-9.999604e+000	3.824624e-001
1.180000000000001e-004	-2.786596e+002	-4.393418e+001	2.347254e+002	-1.907912e+002	-9.999586e+000	3.721325e-001
1.180999999999960e-004	-2.787956e+002	-4.403893e+001	2.347567e+002	-1.907177e+002	-9.999586e+000	3.718638e-001
1.182999999999948e-004	-2.789999e+002	-4.421461e+001	2.347853e+002	-1.905707e+002	-8.332895e+000	3.713253e-001
1.186999999999924e-004	-2.791193e+002	-4.442134e+001	2.346980e+002	-1.902767e+002	-2.142330e+000	3.702456e-001
1.189999999999941e-004	-2.790074e+002	-4.447563e+001	2.345317e+002	-1.900561e+002	5.580142e-004	3.694347e-001
1.301428571428515e-004	-2.715803e+002	-4.485706e+001	2.267233e+002	-1.818662e+002	5.431603e-004	3.395155e-001
1.412857142857089e-004	-2.641115e+002	-4.521096e+001	2.189006e+002	-1.736896e+002	5.282229e-004	3.098089e-001
1.524285714285663e-004	-2.566010e+002	-4.553734e+001	2.110636e+002	-1.655263e+002	5.132019e-004	2.803150e-001
1.635714285714237e-004	-2.490487e+002	-4.583621e+001	2.032125e+002	-1.573763e+002	4.980973e-004	2.510338e-001
1.747142857142810e-004	-2.414546e+002	-4.610755e+001	1.953471e+002	-1.492395e+002	4.829092e-004	2.219653e-001
1.858571428571384e-004	-2.338188e+002	-4.635137e+001	1.874674e+002	-1.411161e+002	4.676375e-004	1.931094e-001
1.969999999999958e-004	-2.261412e+002	-4.656767e+001	1.795736e+002	-1.330059e+002	4.522823e-004	1.644662e-001
1.970999999999987e-004	-2.260721e+002	-4.656932e+001	1.795028e+002	-1.329335e+002	4.521441e-004	1.642120e-001
1.972999999999975e-004	-2.260014e+002	-4.660646e+001	1.793950e+002	-1.327886e+002	-1.666229e+000	1.637034e-001
1.976999999999951e-004	-2.261494e+002	-4.682529e+001	1.793241e+002	-1.324988e+002	-7.856756e+000	1.626843e-001
1.979999999999968e-004	-2.264618e+002	-4.709015e+001	1.793716e+002	-1.322815e+002	-9.999629e+000	1.619180e-001
2.049999999999969e-004	-2.357553e+002	-5.426844e+001	1.814869e+002	-1.272184e+002	-9.999599e+000	1.427919e-001
2.050999999999997e-004	-2.358880e+002	-5.437089e+001	1.815171e+002	-1.271462e+002	-9.999598e+000	1.425014e-001
2.052999999999985e-004	-2.361195e+002	-5.454193e+001	1.815775e+002	-1.270356e+002	-8.332971e+000	1.419192e-001
2.056999999999962e-004	-2.364378e+002	-5.473940e+001	1.816984e+002	-1.269590e+002	-2.142642e+000	1.407524e-001
2.059999999999979e-004	-2.365758e+002	-5.478673e+001	1.817891e+002	-1.270023e+002	1.643605e-004	1.398763e-001
2.118400000000028e-004	-2.384174e+002	-5.486262e+001	1.835548e+002	-1.286921e+002	1.645882e-004	1.228775e-001
2.176800000000078e-004	-2.402450e+002	-5.492637e+001	1.853187e+002	-1.303923e+002	1.647794e-004	1.060233e-001
2.235200000000128e-004	-2.420587e+002	-5.497796e+001	1.870807e+002	-1.321028e+002	1.649342e-004	8.931384e-002
2.293600000000177e-004	-2.438584e+002	-5.501741e+001	1.888410e+002	-1.338236e+002	1.650525e-004	7.274898e-002
2.352000000000227e-004	-2.456442e+002	-5.504471e+001	1.905995e+002	-1.355547e+002	1.651344e-004	5.632877e-002
2.410400000000277e-004	-2.474160e+002	-5.505985e+001	1.923561e+002	-1.372962e+002	1.651799e-004	4.005320e-002
2.468800000000326e-004	-2.491738e+002	-5.506285e+001	1.941109e+002	-1.390481e+002	1.651889e-004	2.392227e-002
2.878400000000739e-004	-2.612810e+002	-5.492266e+001	2.063583e+002	-1.514356e+002	1.647684e-004	-8.696108e-002
3.109999999999988e-004	-2.679468e+002	-5.471048e+001	2.132363e+002	-1.585258e+002	1.641318e-004	-1.478257e-001
3.111000000000017e-004	-2.679747e+002	-5.470899e+001	2.132657e+002	-1.585568e+002	1.641273e-004	-1.480799e-001
3.113000000000005e-004	-2.679968e+002	-5.470599e+001	2.132908e+002	-1.585848e+002	2.260813e-004	-1.485884e-001
3.116999999999981e-004	-2.678962e+002	-5.469994e+001	2.131962e+002	-1.584963e+002	4.560900e-004	-1.496049e-001
3.119999999999998e-004	-2.677199e+002	-5.469537e+001	2.130246e+002	-1.583292e+002	5.354394e-004	-1.503670e-001
3.229999999999969e-004	-2.596543e+002	-5.451228e+001	2.051420e+002	-1.506297e+002	5.193084e-004	-1.780515e-001
3.230999999999998e-004	-2.595808e+002	-5.451050e+001	2.050703e+002	-1.505598e+002	5.191612e-004	-1.783009e-001
3.232999999999986e-004	-2.594676e+002	-5.450687e+001	2.049607e+002	-1.504538e+002	4.597372e-004	-1.787995e-001
3.236999999999962e-004	-2.593857e+002	-5.449961e+001	2.048861e+002	-1.503864e+002	2.396448e-004	-1.797962e-001
3.239999999999979e-004	-2.594250e+002	-5.449416e+001	2.049308e+002	-1.504366e+002	1.634828e-004	-1.805436e-001
3.382857142857116e-004	-2.632778e+002	-5.418484e+001	2.090930e+002	-1.549081e+002	1.625549e-004	-2.153080e-001
3.525714285714253e-004	-2.670623e+002	-5.383545e+001	2.132269e+002	-1.593914e+002	1.615067e-004	-2.493010e-001
3.668571428571390e-004	-2.707786e+002	-5.344597e+001	2.173326e+002	-1.638866e+002	1.603383e-004	-2.825225e-001
3.811428571428527e-004	-2.744265e+002	-5.301642e+001	2.214101e+002	-1.683937e+002	1.590496e-004	-3.149724e-001
3.954285714285664e-004	-2.780061e+002	-5.254679e+001	2.254593e+002	-1.729125e+002	1.576407e-004	-3.466509e-001
4.097142857142801e-004	-2.815174e+002	-5.203708e+001	2.294804e+002	-1.774433e+002	1.561115e-004	-3.775579e-001
4.239999999999938e-004	-2.849604e+002	-5.148729e+001	2.334731e+002	-1.819859e+002	1.544620e-004	-4.076934e-001
4.240999999999967e-004	-2.849839e+002	-5.148317e+001	2.335008e+002	-1.820176e+002	1.544498e-004	-4.078977e-001
4.242999999999955e-004	-2.850647e+002	-5.150874e+001	2.335560e+002	-1.820472e+002	-1.666464e+000	-4.083067e-001
4.246999999999931e-004	-2.853709e+002	-5.170448e+001	2.336664e+002	-1.819620e+002	-7.856761e+000	-4.091262e-001
4.249999999999948e-004	-2.857012e+002	-5.195202e+001	2.337492e+002	-1.817972e+002	-9.999556e+000	-4.097426e-001
4.272857142857094e-004	-2.885439e+002	-5.416503e+001	2.343789e+002	-1.802138e+002	-9.999546e+000	-4.146979e-001
4.295714285714240e-004	-2.913845e+002	-5.637697e+001	2.350075e+002	-1.786305e+002	-9.999537e+000	-4.198511e-001
4.318571428571386e-004	-2.942229e+002	-5.858785e+001	2.356351e+002	-1.770472e+002	-9.999527e+000	-4.252023e-001
4.341428571428532e-004	-2.970593e+002	-6.079766e+001	2.362616e+002	-1.754640e+002	-9.999517e+000	-4.307514e-001
4.364285714285678e-004	-2.998936e+002	-6.300640e+001	2.368872e+002	-1.738808e+002	-9.999508e+000	-4.364984e-001
4.387142857142824e-004	-3.027258e+002	-6.521408e+001	2.375117e+002	-1.722976e+002	-9.999498e+000	-4.424434e-001
4.409999999999970e-004	-3.055558e+002	-6.742068e+001	2.381352e+002	-1.707145e+002	-9.999489e+000	-4.485863e-001
4.410999999999998e-004	-3.056795e+002	-6.751716e+001	2.381624e+002	-1.706452e+002	-9.999489e+000	-4.488656e-001
4.412999999999986e-004	-3.058592e+002	-6.767625e+001	2.381830e+002	-1.705067e+002	-8.332805e+000	-4.494254e-001
4.416999999999963e-004	-3.059294e+002	-6.784982e+001	2.380795e+002	-1.702297e+002	-2.142267e+000	-4.505471e-001
4.419999999999980e-004	-3.057804e+002	-6.787923e+001	2.379012e+002	-1.700220e+002	6.115607e-004	-4.513893e-001
4.515714285714262e-004	-2.982318e+002	-6.741684e+001	2.308149e+002	-1.633981e+002	5.964633e-004	-4.777223e-001
4.611428571428544e-004	-2.906539e+002	-6.693416e+001	2.237197e+002	-1.567856e+002	5.813074e-004	-5.035854e-001
4.707142857142826e-004	-2.830467e+002	-6.643117e+001	2.166156e+002	-1.501844e+002	5.660930e-004	-5.289786e-001
4.802857142857109e-004	-2.754103e+002	-6.590787e+001	2.095024e+002	-1.435946e+002	5.508202e-004	-5.539017e-001
4.898571428571391e-004	-2.677447e+002	-6.536428e+001	2.023804e+002	-1.370161e+002	5.354889e-004	-5.783549e-001
4.994285714285673e-004	-2.600498e+002	-6.480038e+001	1.952494e+002	-1.304490e+002	5.200992e-004	-6.023382e-001
5.089999999999956e-004	-2.523256e+002	-6.421617e+001	1.881094e+002	-1.238933e+002	5.046510e-004	-6.258515e-001
5.090999999999984e-004	-2.522447e+002	-6.420982e+001	1.880349e+002	-1.238250e+002	5.044893e-004	-6.260911e-001
5.092999999999973e-004	-2.521506e+002	-6.423100e+001	1.879196e+002	-1.236886e+002	-1.666172e+000	-6.265705e-001
5.096999999999949e-004	-2.522516e+002	-6.441791e+001	1.878337e+002	-1.234158e+002	-7.856682e+000	-6.275308e-001
5.099999999999966e-004	-2.525288e+002	-6.465883e+001	1.878700e+002	-1.232112e+002	-9.999551e+000	-6.282527e-001
5.289999999999948e-004	-2.754949e+002	-8.259465e+001	1.929002e+002	-1.103056e+002	-9.999474e+000	-6.820500e-001
5.290999999999976e-004	-2.756155e+002	-8.268876e+001	1.929267e+002	-1.102379e+002	-9.999474e+000	-6.823749e-001
5.292999999999964e-004	-2.758228e+002	-8.284314e+001	1.929797e+002	-1.101365e+002	-8.332852e+000	-6.830256e-001
5.296999999999941e-004	-2.760929e+002	-8.300728e+001	1.930856e+002	-1.100783e+002	-2.142548e+000	-6.843290e-001
5.299999999999958e-004	-2.761946e+002	-8.302960e+001	1.931650e+002	-1.101354e+002	2.490891e-004	-6.853073e-001
5.438571428571386e-004	-2.788404e+002	-8.200847e+001	1.968319e+002	-1.148234e+002	2.460257e-004	-7.290349e-001
5.577142857142814e-004	-2.814284e+002	-8.094008e+001	2.004883e+002	-1.195482e+002	2.428205e-004	-7.714828e-001
5.715714285714243e-004	-2.839586e+002	-7.982443e+001	2.041342e+002	-1.243097e+002	2.394736e-004	-8.126509e-001
5.854285714285672e-004	-2.864310e+002	-7.866152e+001	2.077695e+002	-1.291080e+002	2.359849e-004	-8.525393e-001
5.992857142857100e-004	-2.888457e+002	-7.745135e+001	2.113944e+002	-1.339430e+002	2.323544e-004	-8.911479e-001
6.131428571428528e-004	-2.912026e+002	-7.619393e+001	2.150087e+002	-1.388148e+002	2.285821e-004	-9.284768e-001
6.269999999999956e-004	-2.935018e+002	-7.488925e+001	2.186125e+002	-1.437233e+002	2.246681e-004	-9.645259e-001
6.270999999999985e-004	-2.935178e+002	-7.487951e+001	2.186383e+002	-1.437588e+002	2.246389e-004	-9.647749e-001
6.272999999999973e-004	-2.935161e+002	-7.486000e+001	2.186561e+002	-1.437961e+002	2.849735e-004	-9.652725e-001
6.276999999999949e-004	-2.933681e+002	-7.482098e+001	2.185471e+002	-1.437261e+002	5.090530e-004	-9.662670e-001
6.279999999999966e-004	-2.931562e+002	-7.479167e+001	2.183646e+002	-1.435729e+002	5.863120e-004	-9.670124e-001
6.419999999999967e-004	-2.812239e+002	-7.339917e+001	2.078248e+002	-1.344256e+002	5.624474e-004	-1.000970e+000
6.420999999999996e-004	-2.811385e+002	-7.338907e+001	2.077494e+002	-1.343604e+002	5.622764e-004	-1.001207e+000
6.422999999999984e-004	-2.810014e+002	-7.336880e+001	2.076326e+002	-1.342637e+002	5.050570e-004	-1.001680e+000
6.426999999999961e-004	-2.808717e+002	-7.332830e+001	2.075434e+002	-1.342151e+002	2.932341e-004	-1.002626e+000
6.429999999999977e-004	-2.808752e+002	-7.329791e+001	2.075773e+002	-1.342794e+002	2.198940e-004	-1.003335e+000
6.561428571428551e-004	-2.828645e+002	-7.192683e+001	2.109377e+002	-1.390109e+002	2.157808e-004	-1.033017e+000
6.692857142857125e-004	-2.848066e+002	-7.052598e+001	2.142807e+002	-1.437547e+002	2.115783e-004	-1.061506e+000
6.824285714285699e-004	-2.867016e+002	-6.909536e+001	2.176062e+002	-1.485109e+002	2.072865e-004	-1.088800e+000
6.955714285714273e-004	-2.885494e+002	-6.763499e+001	2.209144e+002	-1.532795e+002	2.029053e-004	-1.114899e+000
7.087142857142847e-004	-2.903501e+002	-6.614485e+001	2.242052e+002	-1.580604e+002	1.984349e-004	-1.139804e+000
7.218571428571421e-004	-2.921036e+002	-6.462495e+001	2.274786e+002	-1.628537e+002	1.938752e-004	-1.163515e+000
7.349999999999995e-004	-2.938100e+002	-6.307529e+001	2.307347e+002	-1.676594e+002	1.892262e-004	-1.186031e+000
7.351000000000024e-004	-2.938225e+002	-6.306329e+001	2.307592e+002	-1.676959e+002	1.891903e-004	-1.186193e+000
7.353000000000012e-004	-2.938814e+002	-6.307315e+001	2.308083e+002	-1.677351e+002	-1.666428e+000	-1.186515e+000
7.356999999999989e-004	-2.941439e+002	-6.323745e+001	2.309064e+002	-1.676690e+002	-7.856719e+000	-1.187161e+000
7.360000000000005e-004	-2.944414e+002	-6.346141e+001	2.309800e+002	-1.675186e+002	-9.999512e+000	-1.187647e+000
7.401428571428569e-004	-2.991393e+002	-6.714615e+001	2.319932e+002	-1.648470e+002	-9.999496e+000	-1.195099e+000
7.442857142857132e-004	-3.038313e+002	-7.082765e+001	2.330036e+002	-1.621760e+002	-9.999481e+000	-1.203152e+000
7.484285714285695e-004	-3.085173e+002	-7.450593e+001	2.340114e+002	-1.595055e+002	-9.999465e+000	-1.211807e+000
7.525714285714259e-004	-3.131975e+002	-7.818098e+001	2.350165e+002	-1.568355e+002	-9.999450e+000	-1.221063e+000
7.567142857142822e-004	-3.178717e+002	-8.185280e+001	2.360189e+002	-1.541661e+002	-9.999434e+000	-1.230921e+000
7.608571428571385e-004	-3.225399e+002	-8.552139e+001	2.370186e+002	-1.514972e+002	-9.999418e+000	-1.241380e+000
7.649999999999949e-004	-3.272023e+002	-8.918675e+001	2.380155e+002	-1.488288e+002	-9.999402e+000	-1.252440e+000
7.650999999999977e-004	-3.273146e+002	-8.927510e+001	2.380395e+002	-1.487644e+002	-9.999402e+000	-1.252724e+000
7.652999999999965e-004	-3.274716e+002	-8.941795e+001	2.380537e+002	-1.486357e+002	-8.332726e+000	-1.253292e+000
7.656999999999942e-004	-3.274963e+002	-8.955904e+001	2.379373e+002	-1.483782e+002	-2.142214e+000	-1.254430e+000
7.659999999999959e-004	-3.273133e+002	-8.956409e+001	2.377492e+002	-1.481851e+002	6.546264e-004	-1.255284e+000
8.209999999999953e-004	-2.773693e+002	-8.218129e+001	1.951880e+002	-1.130067e+002	5.547383e-004	-1.396623e+000
8.210999999999982e-004	-2.772776e+002	-8.216718e+001	1.951105e+002	-1.129433e+002	5.545549e-004	-1.396853e+000
8.212999999999970e-004	-2.771620e+002	-8.217279e+001	1.949892e+002	-1.128165e+002	-1.666117e+000	-1.397311e+000
8.216999999999947e-004	-2.772199e+002	-8.232854e+001	1.948914e+002	-1.125629e+002	-7.856609e+000	-1.398229e+000
8.219999999999963e-004	-2.774649e+002	-8.254611e+001	1.949188e+002	-1.123727e+002	-9.999472e+000	-1.398919e+000
8.424000000000140e-004	-2.999171e+002	-1.002043e+002	1.997128e+002	-9.950853e+001	-9.999396e+000	-1.455490e+000
8.540000000000006e-004	-3.126426e+002	-1.102034e+002	2.024392e+002	-9.223587e+001	-9.999353e+000	-1.493126e+000
8.540999999999965e-004	-3.127520e+002	-1.102893e+002	2.024627e+002	-9.217345e+001	-9.999353e+000	-1.493483e+000
8.542999999999953e-004	-3.129370e+002	-1.104273e+002	2.025097e+002	-9.208246e+001	-8.332739e+000	-1.494199e+000
8.546999999999930e-004	-3.131624e+002	-1.105586e+002	2.026037e+002	-9.204510e+001	-2.142458e+000	-1.495631e+000
8.549999999999947e-004	-3.132306e+002	-1.105564e+002	2.026742e+002	-9.211785e+001	3.316694e-004	-1.496707e+000
8.620394143315205e-004	-3.138068e+002	-1.094784e+002	2.043284e+002	-9.485001e+001	3.284355e-004	-1.521493e+000
8.690788286630462e-004	-3.143615e+002	-1.083820e+002	2.059796e+002	-9.759762e+001	3.251461e-004	-1.545576e+000
8.761182429945720e-004	-3.148947e+002	-1.072670e+002	2.076277e+002	-1.003607e+002	3.218014e-004	-1.568955e+000
8.831576573260978e-004	-3.154064e+002	-1.061336e+002	2.092728e+002	-1.031392e+002	3.184011e-004	-1.591631e+000
8.901970716576236e-004	-3.158965e+002	-1.049817e+002	2.109148e+002	-1.059331e+002	3.149455e-004	-1.613603e+000
8.972364859891494e-004	-3.163652e+002	-1.038114e+002	2.125538e+002	-1.087425e+002	3.114344e-004	-1.634871e+000
9.042759003206752e-004	-3.168123e+002	-1.026225e+002	2.141898e+002	-1.115673e+002	3.078678e-004	-1.655435e+000
9.429999999999994e-004	-3.191512e+002	-9.599672e+001	2.231544e+002	-1.271578e+002	2.879904e-004	-1.764545e+000
9.431000000000023e-004	-3.191563e+002	-9.597888e+001	2.231774e+002	-1.271985e+002	2.879370e-004	-1.764796e+000
9.433000000000011e-004	-3.191326e+002	-9.594322e+001	2.231894e+002	-1.272462e+002	3.462219e-004	-1.765296e+000
9.436999999999987e-004	-3.189406e+002	-9.587186e+001	2.230688e+002	-1.271969e+002	5.627734e-004	-1.766296e+000
9.440000000000004e-004	-3.186959e+002	-9.581830e+001	2.228776e+002	-1.270593e+002	6.373915e-004	-1.767045e+000
9.609999999999966e-004	-3.023356e+002	-9.274756e+001	2.095880e+002	-1.168405e+002	6.046707e-004	-1.807682e+000
9.610999999999995e-004	-3.022391e+002	-9.272929e+001	2.095098e+002	-1.167805e+002	6.044779e-004	-1.807911e+000
9.612999999999983e-004	-3.020799e+002	-9.269276e+001	2.093872e+002	-1.166944e+002	5.498486e-004	-1.808367e+000
9.616999999999959e-004	-3.019062e+002	-9.261966e+001	2.092865e+002	-1.166669e+002	3.477193e-004	-1.809280e+000
9.619999999999976e-004	-3.018766e+002	-9.256482e+001	2.093118e+002	-1.167470e+002	2.776948e-004	-1.809963e+000
9.738571428571404e-004	-3.023726e+002	-9.036602e+001	2.120066e+002	-1.216406e+002	2.710984e-004	-1.835285e+000
9.857142857142831e-004	-3.028374e+002	-8.814560e+001	2.146918e+002	-1.265462e+002	2.644371e-004	-1.859200e+000
9.975714285714260e-004	-3.032709e+002	-8.590354e+001	2.173673e+002	-1.314638e+002	2.577110e-004	-1.881710e+000
1.009428571428569e-003	-3.036731e+002	-8.363986e+001	2.200332e+002	-1.363934e+002	2.509199e-004	-1.902813e+000
1.021285714285712e-003	-3.040441e+002	-8.135454e+001	2.226895e+002	-1.413350e+002	2.440640e-004	-1.922510e+000
1.033142857142854e-003	-3.043838e+002	-7.904759e+001	2.253362e+002	-1.462886e+002	2.371432e-004	-1.940801e+000
1.044999999999997e-003	-3.046923e+002	-7.671902e+001	2.279733e+002	-1.512542e+002	2.301574e-004	-1.957686e+000
1.045100000000000e-003	-3.046946e+002	-7.669923e+001	2.279953e+002	-1.512961e+002	2.300981e-004	-1.957815e+000
1.045299999999999e-003	-3.047330e+002	-7.669351e+001	2.280395e+002	-1.513460e+002	-1.666385e+000	-1.958073e+000
1.045699999999997e-003	-3.049544e+002	-7.682663e+001	2.281278e+002	-1.513012e+002	-7.856670e+000	-1.958589e+000
1.045999999999998e-003	-3.052212e+002	-7.702721e+001	2.281940e+002	-1.511668e+002	-9.999460e+000	-1.958978e+000
1.051857142857141e-003	-3.112616e+002	-8.177927e+001	2.294824e+002	-1.477031e+002	-9.999440e+000	-1.967953e+000
1.057714285714284e-003	-3.172920e+002	-8.652542e+001	2.307666e+002	-1.442412e+002	-9.999420e+000	-1.978007e+000
1.063571428571427e-003	-3.233124e+002	-9.126567e+001	2.320467e+002	-1.407810e+002	-9.999400e+000	-1.989138e+000
1.069428571428570e-003	-3.293227e+002	-9.600002e+001	2.333227e+002	-1.373227e+002	-9.999380e+000	-2.001348e+000
1.075285714285712e-003	-3.353230e+002	-1.007285e+002	2.345945e+002	-1.338661e+002	-9.999359e+000	-2.014637e+000
1.081142857142855e-003	-3.413133e+002	-1.054510e+002	2.358623e+002	-1.304112e+002	-9.999339e+000	-2.029004e+000
1.086999999999998e-003	-3.472935e+002	-1.101677e+002	2.371259e+002	-1.269582e+002	-9.999319e+000	-2.044449e+000
1.087100000000001e-003	-3.473954e+002	-1.102480e+002	2.371473e+002	-1.268993e+002	-9.999319e+000	-2.044735e+000
1.087299999999999e-003	-3.475313e+002	-1.103749e+002	2.371564e+002	-1.267816e+002	-8.332649e+000	-2.045306e+000
1.087699999999997e-003	-3.475140e+002	-1.104839e+002	2.370300e+002	-1.265461e+002	-2.142165e+000	-2.046452e+000
1.087999999999999e-003	-3.472994e+002	-1.104650e+002	2.368345e+002	-1.263695e+002	6.945987e-004	-2.047311e+000
1.132999999999995e-003	-3.018228e+002	-1.008857e+002	2.009371e+002	-1.000514e+002	6.036453e-004	-2.161918e+000
1.133299999999997e-003	-3.015177e+002	-1.008202e+002	2.006976e+002	-9.987740e+001	6.030352e-004	-2.162588e+000
1.133479364822304e-003	-3.013819e+002	-1.008043e+002	2.005776e+002	-9.977335e+001	-2.452411e+000	-2.162987e+000
1.133665600785976e-003	-3.013811e+002	-1.008579e+002	2.005232e+002	-9.966533e+001	-7.572767e+000	-2.163403e+000
1.133841216731782e-003	-3.015121e+002	-1.009743e+002	2.005378e+002	-9.956347e+001	-9.999393e+000	-2.163795e+000
1.133999999999996e-003	-3.016714e+002	-1.011000e+002	2.005714e+002	-9.947139e+001	-9.999392e+000	-2.164150e+000
1.140428571428568e-003	-3.081111e+002	-1.061788e+002	2.019323e+002	-9.575345e+001	-9.999370e+000	-2.179995e+000
1.146857142857140e-003	-3.145402e+002	-1.112470e+002	2.032932e+002	-9.204625e+001	-9.999349e+000	-2.197084e+000
1.153285714285712e-003	-3.209587e+002	-1.163045e+002	2.046543e+002	-8.834978e+001	-9.999327e+000	-2.215416e+000
1.159714285714284e-003	-3.273667e+002	-1.213513e+002	2.060154e+002	-8.466404e+001	-9.999305e+000	-2.234992e+000
1.166142857142856e-003	-3.337640e+002	-1.263875e+002	2.073765e+002	-8.098903e+001	-9.999284e+000	-2.255811e+000
1.172571428571428e-003	-3.401508e+002	-1.314130e+002	2.087378e+002	-7.732476e+001	-9.999262e+000	-2.277873e+000
1.179000000000000e-003	-3.465269e+002	-1.364278e+002	2.100991e+002	-7.367122e+001	-9.999241e+000	-2.301178e+000
1.179100000000002e-003	-3.466258e+002	-1.365056e+002	2.101202e+002	-7.361463e+001	-9.999241e+000	-2.301562e+000
1.179300000000001e-003	-3.467898e+002	-1.366273e+002	2.101625e+002	-7.353528e+001	-8.332632e+000	-2.302329e+000
1.179699999999999e-003	-3.469731e+002	-1.367259e+002	2.102472e+002	-7.352120e+001	-2.142372e+000	-2.303865e+000
1.180000000000001e-003	-3.470098e+002	-1.366992e+002	2.103106e+002	-7.361143e+001	4.100978e-004	-2.305018e+000
1.182914285714289e-003	-3.469454e+002	-1.360183e+002	2.109271e+002	-7.490875e+001	4.080553e-004	-2.316114e+000
1.185828571428577e-003	-3.468768e+002	-1.353336e+002	2.115431e+002	-7.620951e+001	4.060012e-004	-2.327034e+000
1.188742857142865e-003	-3.468039e+002	-1.346451e+002	2.121588e+002	-7.751369e+001	4.039355e-004	-2.337779e+000
1.191657142857154e-003	-3.467267e+002	-1.339527e+002	2.127740e+002	-7.882130e+001	4.018583e-004	-2.348347e+000
1.194571428571442e-003	-3.466452e+002	-1.332564e+002	2.133888e+002	-8.013234e+001	3.997696e-004	-2.358739e+000
1.197485714285730e-003	-3.465595e+002	-1.325564e+002	2.140032e+002	-8.144681e+001	3.976693e-004	-2.368955e+000
1.200400000000018e-003	-3.464695e+002	-1.318524e+002	2.146171e+002	-8.276470e+001	3.955575e-004	-2.378995e+000
1.220880000000035e-003	-3.457303e+002	-1.268179e+002	2.189124e+002	-9.209454e+001	3.804539e-004	-2.444950e+000
1.257999999999995e-003	-3.441505e+002	-1.174967e+002	2.266538e+002	-1.091571e+002	3.524904e-004	-2.554148e+000
1.258099999999998e-003	-3.441454e+002	-1.174709e+002	2.266745e+002	-1.092036e+002	3.524130e-004	-2.554404e+000
1.258299999999997e-003	-3.441012e+002	-1.174193e+002	2.266820e+002	-1.092627e+002	4.082371e-004	-2.554914e+000
1.258699999999995e-003	-3.438683e+002	-1.173160e+002	2.265523e+002	-1.092364e+002	6.157337e-004	-2.555932e+000
1.258999999999996e-003	-3.435929e+002	-1.172385e+002	2.263543e+002	-1.091158e+002	6.871852e-004	-2.556695e+000
1.280999999999997e-003	-3.201558e+002	-1.114965e+002	2.086593e+002	-9.716275e+001	6.403116e-004	-2.608625e+000
1.281100000000000e-003	-3.200490e+002	-1.114702e+002	2.085788e+002	-9.710864e+001	6.400978e-004	-2.608843e+000
1.281299999999999e-003	-3.198691e+002	-1.114174e+002	2.084517e+002	-9.703426e+001	5.888572e-004	-2.609279e+000
1.281699999999997e-003	-3.196541e+002	-1.113120e+002	2.083421e+002	-9.703009e+001	3.993829e-004	-2.610149e+000
