v,T
4.00861e+03,1.00000e+00
4.00862e+03,1.00000e+00
4.00863e+03,1.00000e+00
4.00864e+03,1.00000e+00
4.00865e+03,1.00000e+00
4.00866e+03,1.00000e+00
4.00867e+03,1.00000e+00
4.00868e+03,1.00000e+00
4.00869e+03,1.00000e+00
4.00870e+03,1.00000e+00
4.00871e+03,1.00000e+00
4.00872e+03,1.00000e+00
4.00873e+03,1.00000e+00
4.00874e+03,1.00000e+00
4.00875e+03,1.00000e+00
4.00876e+03,1.00000e+00
4.00877e+03,1.00000e+00
4.00878e+03,1.00000e+00
4.00879e+03,1.00000e+00
4.00880e+03,1.00000e+00
4.00881e+03,1.00000e+00
4.00882e+03,1.00000e+00
4.00883e+03,1.00000e+00
4.00884e+03,1.00000e+00
4.00885e+03,1.00000e+00
4.00886e+03,1.00000e+00
4.00887e+03,1.00000e+00
4.00888e+03,1.00000e+00
4.00889e+03,1.00000e+00
4.00890e+03,1.00000e+00
4.00891e+03,1.00000e+00
4.00892e+03,9.99999e-01
4.00893e+03,9.99999e-01
4.00894e+03,9.99999e-01
4.00895e+03,9.99998e-01
4.00896e+03,9.99997e-01
4.00897e+03,9.99996e-01
4.00898e+03,9.99996e-01
4.00899e+03,9.99997e-01
4.00900e+03,9.99998e-01
4.00901e+03,9.99999e-01
4.00902e+03,9.99999e-01
4.00903e+03,9.99999e-01
4.00904e+03,1.00000e+00
4.00905e+03,1.00000e+00
4.00906e+03,1.00000e+00
4.00907e+03,1.00000e+00
4.00908e+03,1.00000e+00
4.00909e+03,1.00000e+00
4.00910e+03,1.00000e+00
4.00911e+03,1.00000e+00
4.00912e+03,1.00000e+00
4.00913e+03,1.00000e+00
4.00914e+03,1.00000e+00
4.00915e+03,1.00000e+00
4.00916e+03,1.00000e+00
4.00917e+03,1.00000e+00
4.00918e+03,1.00000e+00
4.00919e+03,1.00000e+00
4.00920e+03,1.00000e+00
4.00921e+03,1.00000e+00
4.00922e+03,1.00000e+00
4.00923e+03,1.00000e+00
4.00924e+03,1.00000e+00
4.00925e+03,1.00000e+00
4.00926e+03,1.00000e+00
4.00927e+03,1.00000e+00
4.00928e+03,1.00000e+00
4.00929e+03,1.00000e+00
4.00930e+03,1.00000e+00
4.00931e+03,1.00000e+00
4.00932e+03,1.00000e+00
4.00933e+03,1.00000e+00
4.00934e+03,1.00000e+00
4.00935e+03,1.00000e+00
4.00936e+03,1.00000e+00
4.00937e+03,1.00000e+00
4.00938e+03,1.00000e+00
4.00939e+03,1.00000e+00
4.00940e+03,1.00000e+00
4.00941e+03,1.00000e+00
4.00942e+03,1.00000e+00
4.00943e+03,1.00000e+00
4.00944e+03,1.00000e+00
4.00945e+03,1.00000e+00
4.00946e+03,1.00000e+00
4.00947e+03,1.00000e+00
4.00948e+03,1.00000e+00
4.00949e+03,1.00000e+00
4.00950e+03,1.00000e+00
4.00951e+03,1.00000e+00
4.00952e+03,1.00000e+00
4.00953e+03,1.00000e+00
4.00954e+03,1.00000e+00
4.00955e+03,1.00000e+00
4.00956e+03,1.00000e+00
4.00957e+03,1.00000e+00
4.00958e+03,1.00000e+00
4.00959e+03,1.00000e+00
4.00960e+03,1.00000e+00
4.00961e+03,1.00000e+00
4.00962e+03,1.00000e+00
4.00963e+03,1.00000e+00
4.00964e+03,1.00000e+00
4.00965e+03,1.00000e+00
4.00966e+03,1.00000e+00
4.00967e+03,1.00000e+00
4.00968e+03,1.00000e+00
4.00969e+03,1.00000e+00
4.00970e+03,1.00000e+00
4.00971e+03,1.00000e+00
4.00972e+03,1.00000e+00
4.00973e+03,1.00000e+00
4.00974e+03,1.00000e+00
4.00975e+03,1.00000e+00
4.00976e+03,1.00000e+00
4.00977e+03,1.00000e+00
4.00978e+03,1.00000e+00
4.00979e+03,1.00000e+00
4.00980e+03,1.00000e+00
4.00981e+03,1.00000e+00
4.00982e+03,1.00000e+00
4.00983e+03,1.00000e+00
4.00984e+03,1.00000e+00
4.00985e+03,1.00000e+00
4.00986e+03,1.00000e+00
4.00987e+03,1.00000e+00
4.00988e+03,1.00000e+00
4.00989e+03,1.00000e+00
4.00990e+03,1.00000e+00
4.00991e+03,1.00000e+00
4.00992e+03,1.00000e+00
4.00993e+03,1.00000e+00
4.00994e+03,1.00000e+00
4.00995e+03,1.00000e+00
4.00996e+03,1.00000e+00
4.00997e+03,1.00000e+00
4.00998e+03,1.00000e+00
4.00999e+03,1.00000e+00
4.01000e+03,1.00000e+00
4.01001e+03,1.00000e+00
4.01002e+03,1.00000e+00
4.01003e+03,1.00000e+00
4.01004e+03,1.00000e+00
4.01005e+03,1.00000e+00
4.01006e+03,1.00000e+00
4.01007e+03,1.00000e+00
4.01008e+03,1.00000e+00
4.01009e+03,1.00000e+00
4.01010e+03,1.00000e+00
4.01011e+03,1.00000e+00
4.01012e+03,1.00000e+00
4.01013e+03,1.00000e+00
4.01014e+03,1.00000e+00
4.01015e+03,1.00000e+00
4.01016e+03,1.00000e+00
4.01017e+03,1.00000e+00
4.01018e+03,1.00000e+00
4.01019e+03,1.00000e+00
4.01020e+03,1.00000e+00
4.01021e+03,1.00000e+00
4.01022e+03,1.00000e+00
4.01023e+03,1.00000e+00
4.01024e+03,1.00000e+00
4.01025e+03,1.00000e+00
4.01026e+03,1.00000e+00
4.01027e+03,1.00000e+00
4.01028e+03,1.00000e+00
4.01029e+03,1.00000e+00
4.01030e+03,1.00000e+00
4.01031e+03,1.00000e+00
4.01032e+03,1.00000e+00
4.01033e+03,1.00000e+00
4.01034e+03,1.00000e+00
4.01035e+03,1.00000e+00
4.01036e+03,1.00000e+00
4.01037e+03,1.00000e+00
4.01038e+03,1.00000e+00
4.01039e+03,1.00000e+00
4.01040e+03,1.00000e+00
4.01041e+03,1.00000e+00
4.01042e+03,1.00000e+00
4.01043e+03,1.00000e+00
4.01044e+03,1.00000e+00
4.01045e+03,1.00000e+00
4.01046e+03,1.00000e+00
4.01047e+03,1.00000e+00
4.01048e+03,1.00000e+00
4.01049e+03,1.00000e+00
4.01050e+03,1.00000e+00
4.01051e+03,1.00000e+00
4.01052e+03,1.00000e+00
4.01053e+03,1.00000e+00
4.01054e+03,1.00000e+00
4.01055e+03,1.00000e+00
4.01056e+03,1.00000e+00
4.01057e+03,1.00000e+00
4.01058e+03,1.00000e+00
4.01059e+03,1.00000e+00
4.01060e+03,1.00000e+00
4.01061e+03,1.00000e+00
4.01062e+03,1.00000e+00
4.01063e+03,1.00000e+00
4.01064e+03,1.00000e+00
4.01065e+03,1.00000e+00
4.01066e+03,1.00000e+00
4.01067e+03,1.00000e+00
4.01068e+03,1.00000e+00
4.01069e+03,1.00000e+00
4.01070e+03,1.00000e+00
4.01071e+03,1.00000e+00
4.01072e+03,1.00000e+00
4.01073e+03,1.00000e+00
4.01074e+03,1.00000e+00
4.01075e+03,1.00000e+00
4.01076e+03,1.00000e+00
4.01077e+03,1.00000e+00
4.01078e+03,1.00000e+00
4.01079e+03,1.00000e+00
4.01080e+03,1.00000e+00
4.01081e+03,1.00000e+00
4.01082e+03,1.00000e+00
4.01083e+03,1.00000e+00
4.01084e+03,1.00000e+00
4.01085e+03,1.00000e+00
4.01086e+03,1.00000e+00
4.01087e+03,1.00000e+00
4.01088e+03,1.00000e+00
4.01089e+03,1.00000e+00
4.01090e+03,1.00000e+00
4.01091e+03,1.00000e+00
4.01092e+03,1.00000e+00
4.01093e+03,1.00000e+00
4.01094e+03,1.00000e+00
4.01095e+03,1.00000e+00
4.01096e+03,1.00000e+00
4.01097e+03,1.00000e+00
4.01098e+03,1.00000e+00
4.01099e+03,1.00000e+00
4.01100e+03,1.00000e+00
4.01101e+03,1.00000e+00
4.01102e+03,1.00000e+00
4.01103e+03,1.00000e+00
4.01104e+03,1.00000e+00
4.01105e+03,1.00000e+00
4.01106e+03,1.00000e+00
4.01107e+03,1.00000e+00
4.01108e+03,1.00000e+00
4.01109e+03,1.00000e+00
4.01110e+03,1.00000e+00
4.01111e+03,1.00000e+00
4.01112e+03,1.00000e+00
4.01113e+03,1.00000e+00
4.01114e+03,1.00000e+00
4.01115e+03,1.00000e+00
4.01116e+03,1.00000e+00
4.01117e+03,1.00000e+00
4.01118e+03,1.00000e+00
4.01119e+03,1.00000e+00
4.01120e+03,1.00000e+00
4.01121e+03,1.00000e+00
4.01122e+03,1.00000e+00
4.01123e+03,1.00000e+00
4.01124e+03,1.00000e+00
4.01125e+03,1.00000e+00
4.01126e+03,1.00000e+00
4.01127e+03,1.00000e+00
4.01128e+03,1.00000e+00
4.01129e+03,1.00000e+00
4.01130e+03,1.00000e+00
4.01131e+03,1.00000e+00
4.01132e+03,1.00000e+00
4.01133e+03,1.00000e+00
4.01134e+03,1.00000e+00
4.01135e+03,1.00000e+00
4.01136e+03,1.00000e+00
4.01137e+03,1.00000e+00
4.01138e+03,1.00000e+00
4.01139e+03,1.00000e+00
4.01140e+03,1.00000e+00
4.01141e+03,1.00000e+00
4.01142e+03,1.00000e+00
4.01143e+03,1.00000e+00
4.01144e+03,1.00000e+00
4.01145e+03,1.00000e+00
4.01146e+03,1.00000e+00
4.01147e+03,1.00000e+00
4.01148e+03,1.00000e+00
4.01149e+03,1.00000e+00
4.01150e+03,1.00000e+00
4.01151e+03,1.00000e+00
4.01152e+03,1.00000e+00
4.01153e+03,1.00000e+00
4.01154e+03,1.00000e+00
4.01155e+03,1.00000e+00
4.01156e+03,1.00000e+00
4.01157e+03,1.00000e+00
4.01158e+03,1.00000e+00
4.01159e+03,1.00000e+00
4.01160e+03,1.00000e+00
4.01161e+03,1.00000e+00
4.01162e+03,1.00000e+00
4.01163e+03,1.00000e+00
4.01164e+03,1.00000e+00
4.01165e+03,1.00000e+00
4.01166e+03,1.00000e+00
4.01167e+03,1.00000e+00
4.01168e+03,1.00000e+00
4.01169e+03,1.00000e+00
4.01170e+03,1.00000e+00
4.01171e+03,1.00000e+00
4.01172e+03,1.00000e+00
4.01173e+03,1.00000e+00
4.01174e+03,1.00000e+00
4.01175e+03,1.00000e+00
4.01176e+03,1.00000e+00
4.01177e+03,1.00000e+00
4.01178e+03,1.00000e+00
4.01179e+03,1.00000e+00
4.01180e+03,1.00000e+00
4.01181e+03,1.00000e+00
4.01182e+03,1.00000e+00
4.01183e+03,1.00000e+00
4.01184e+03,1.00000e+00
4.01185e+03,1.00000e+00
4.01186e+03,1.00000e+00
4.01187e+03,1.00000e+00
4.01188e+03,1.00000e+00
4.01189e+03,1.00000e+00
4.01190e+03,1.00000e+00
4.01191e+03,1.00000e+00
4.01192e+03,1.00000e+00
4.01193e+03,1.00000e+00
4.01194e+03,1.00000e+00
4.01195e+03,1.00000e+00
4.01196e+03,1.00000e+00
4.01197e+03,1.00000e+00
4.01198e+03,1.00000e+00
4.01199e+03,1.00000e+00
4.01200e+03,1.00000e+00
4.01201e+03,1.00000e+00
4.01202e+03,1.00000e+00
4.01203e+03,1.00000e+00
4.01204e+03,1.00000e+00
4.01205e+03,1.00000e+00
4.01206e+03,1.00000e+00
4.01207e+03,1.00000e+00
4.01208e+03,1.00000e+00
4.01209e+03,1.00000e+00
4.01210e+03,1.00000e+00
4.01211e+03,1.00000e+00
4.01212e+03,1.00000e+00
4.01213e+03,1.00000e+00
4.01214e+03,1.00000e+00
4.01215e+03,1.00000e+00
4.01216e+03,1.00000e+00
4.01217e+03,1.00000e+00
4.01218e+03,1.00000e+00
4.01219e+03,1.00000e+00
4.01220e+03,1.00000e+00
4.01221e+03,1.00000e+00
4.01222e+03,1.00000e+00
4.01223e+03,1.00000e+00
4.01224e+03,1.00000e+00
4.01225e+03,1.00000e+00
4.01226e+03,1.00000e+00
4.01227e+03,1.00000e+00
4.01228e+03,1.00000e+00
4.01229e+03,1.00000e+00
4.01230e+03,1.00000e+00
4.01231e+03,1.00000e+00
4.01232e+03,1.00000e+00
4.01233e+03,1.00000e+00
4.01234e+03,1.00000e+00
4.01235e+03,1.00000e+00
4.01236e+03,1.00000e+00
4.01237e+03,1.00000e+00
4.01238e+03,1.00000e+00
4.01239e+03,1.00000e+00
4.01240e+03,1.00000e+00
4.01241e+03,1.00000e+00
4.01242e+03,1.00000e+00
4.01243e+03,1.00000e+00
4.01244e+03,1.00000e+00
4.01245e+03,1.00000e+00
4.01246e+03,1.00000e+00
4.01247e+03,1.00000e+00
4.01248e+03,1.00000e+00
4.01249e+03,1.00000e+00
4.01250e+03,1.00000e+00
4.01251e+03,1.00000e+00
4.01252e+03,1.00000e+00
4.01253e+03,1.00000e+00
4.01254e+03,1.00000e+00
4.01255e+03,1.00000e+00
4.01256e+03,1.00000e+00
4.01257e+03,1.00000e+00
4.01258e+03,1.00000e+00
4.01259e+03,1.00000e+00
4.01260e+03,1.00000e+00
4.01261e+03,1.00000e+00
4.01262e+03,1.00000e+00
4.01263e+03,1.00000e+00
4.01264e+03,1.00000e+00
4.01265e+03,1.00000e+00
4.01266e+03,1.00000e+00
4.01267e+03,1.00000e+00
4.01268e+03,1.00000e+00
4.01269e+03,1.00000e+00
4.01270e+03,1.00000e+00
4.01271e+03,1.00000e+00
4.01272e+03,1.00000e+00
4.01273e+03,1.00000e+00
4.01274e+03,1.00000e+00
4.01275e+03,1.00000e+00
4.01276e+03,1.00000e+00
4.01277e+03,1.00000e+00
4.01278e+03,1.00000e+00
4.01279e+03,1.00000e+00
4.01280e+03,1.00000e+00
4.01281e+03,1.00000e+00
4.01282e+03,1.00000e+00
4.01283e+03,1.00000e+00
4.01284e+03,1.00000e+00
4.01285e+03,1.00000e+00
4.01286e+03,1.00000e+00
4.01287e+03,1.00000e+00
4.01288e+03,1.00000e+00
4.01289e+03,1.00000e+00
4.01290e+03,1.00000e+00
4.01291e+03,1.00000e+00
4.01292e+03,1.00000e+00
4.01293e+03,1.00000e+00
4.01294e+03,1.00000e+00
4.01295e+03,1.00000e+00
4.01296e+03,1.00000e+00
4.01297e+03,1.00000e+00
4.01298e+03,1.00000e+00
4.01299e+03,1.00000e+00
4.01300e+03,1.00000e+00
4.01301e+03,1.00000e+00
4.01302e+03,1.00000e+00
4.01303e+03,1.00000e+00
4.01304e+03,1.00000e+00
4.01305e+03,1.00000e+00
4.01306e+03,1.00000e+00
4.01307e+03,1.00000e+00
4.01308e+03,1.00000e+00
4.01309e+03,1.00000e+00
4.01310e+03,1.00000e+00
4.01311e+03,1.00000e+00
4.01312e+03,1.00000e+00
4.01313e+03,1.00000e+00
4.01314e+03,1.00000e+00
4.01315e+03,1.00000e+00
4.01316e+03,1.00000e+00
4.01317e+03,1.00000e+00
4.01318e+03,9.99999e-01
4.01319e+03,9.99999e-01
4.01320e+03,9.99999e-01
4.01321e+03,9.99998e-01
4.01322e+03,9.99997e-01
4.01323e+03,9.99996e-01
4.01324e+03,9.99995e-01
4.01325e+03,9.99995e-01
4.01326e+03,9.99997e-01
4.01327e+03,9.99998e-01
4.01328e+03,9.99999e-01
4.01329e+03,9.99999e-01
4.01330e+03,9.99999e-01
4.01331e+03,9.99999e-01
4.01332e+03,1.00000e+00
4.01333e+03,1.00000e+00
4.01334e+03,1.00000e+00
4.01335e+03,1.00000e+00
4.01336e+03,1.00000e+00
4.01337e+03,1.00000e+00
4.01338e+03,1.00000e+00
4.01339e+03,1.00000e+00
4.01340e+03,1.00000e+00
4.01341e+03,1.00000e+00
4.01342e+03,1.00000e+00
4.01343e+03,1.00000e+00
4.01344e+03,1.00000e+00
4.01345e+03,1.00000e+00
4.01346e+03,1.00000e+00
4.01347e+03,1.00000e+00
4.01348e+03,1.00000e+00
4.01349e+03,1.00000e+00
4.01350e+03,1.00000e+00
4.01351e+03,1.00000e+00
4.01352e+03,1.00000e+00
4.01353e+03,1.00000e+00
4.01354e+03,1.00000e+00
4.01355e+03,1.00000e+00
4.01356e+03,1.00000e+00
4.01357e+03,1.00000e+00
4.01358e+03,1.00000e+00
4.01359e+03,1.00000e+00
4.01360e+03,1.00000e+00
4.01361e+03,1.00000e+00
4.01362e+03,1.00000e+00
4.01363e+03,1.00000e+00
4.01364e+03,1.00000e+00
4.01365e+03,1.00000e+00
4.01366e+03,1.00000e+00
4.01367e+03,1.00000e+00
4.01368e+03,1.00000e+00
4.01369e+03,1.00000e+00
4.01370e+03,1.00000e+00
4.01371e+03,1.00000e+00
4.01372e+03,1.00000e+00
4.01373e+03,1.00000e+00
4.01374e+03,1.00000e+00
4.01375e+03,1.00000e+00
4.01376e+03,1.00000e+00
4.01377e+03,1.00000e+00
4.01378e+03,1.00000e+00
4.01379e+03,1.00000e+00
4.01380e+03,1.00000e+00
4.01381e+03,1.00000e+00
4.01382e+03,1.00000e+00
4.01383e+03,1.00000e+00
4.01384e+03,1.00000e+00
4.01385e+03,1.00000e+00
4.01386e+03,1.00000e+00
4.01387e+03,1.00000e+00
4.01388e+03,1.00000e+00
4.01389e+03,1.00000e+00
4.01390e+03,1.00000e+00
4.01391e+03,1.00000e+00
4.01392e+03,1.00000e+00
4.01393e+03,1.00000e+00
4.01394e+03,1.00000e+00
4.01395e+03,1.00000e+00
4.01396e+03,1.00000e+00
4.01397e+03,1.00000e+00
4.01398e+03,1.00000e+00
4.01399e+03,1.00000e+00
4.01400e+03,1.00000e+00
4.01401e+03,1.00000e+00
4.01402e+03,1.00000e+00
4.01403e+03,1.00000e+00
4.01404e+03,1.00000e+00
4.01405e+03,1.00000e+00
4.01406e+03,1.00000e+00
4.01407e+03,1.00000e+00
4.01408e+03,1.00000e+00
4.01409e+03,1.00000e+00
4.01410e+03,1.00000e+00
4.01411e+03,1.00000e+00
4.01412e+03,1.00000e+00
4.01413e+03,1.00000e+00
4.01414e+03,1.00000e+00
4.01415e+03,1.00000e+00
4.01416e+03,1.00000e+00
4.01417e+03,1.00000e+00
4.01418e+03,1.00000e+00
4.01419e+03,1.00000e+00
4.01420e+03,1.00000e+00
4.01421e+03,1.00000e+00
4.01422e+03,1.00000e+00
4.01423e+03,1.00000e+00
4.01424e+03,1.00000e+00
4.01425e+03,1.00000e+00
4.01426e+03,1.00000e+00
4.01427e+03,1.00000e+00
4.01428e+03,1.00000e+00
4.01429e+03,1.00000e+00
4.01430e+03,1.00000e+00
4.01431e+03,1.00000e+00
4.01432e+03,1.00000e+00
4.01433e+03,1.00000e+00
4.01434e+03,1.00000e+00
4.01435e+03,1.00000e+00
4.01436e+03,1.00000e+00
4.01437e+03,1.00000e+00
4.01438e+03,1.00000e+00
4.01439e+03,1.00000e+00
4.01440e+03,1.00000e+00
4.01441e+03,1.00000e+00
4.01442e+03,1.00000e+00
4.01443e+03,1.00000e+00
4.01444e+03,1.00000e+00
4.01445e+03,1.00000e+00
4.01446e+03,1.00000e+00
4.01447e+03,1.00000e+00
4.01448e+03,1.00000e+00
4.01449e+03,1.00000e+00
4.01450e+03,1.00000e+00
4.01451e+03,1.00000e+00
4.01452e+03,1.00000e+00
4.01453e+03,1.00000e+00
4.01454e+03,1.00000e+00
4.01455e+03,1.00000e+00
4.01456e+03,1.00000e+00
4.01457e+03,1.00000e+00
4.01458e+03,1.00000e+00
4.01459e+03,1.00000e+00
4.01460e+03,1.00000e+00
4.01461e+03,1.00000e+00
4.01462e+03,1.00000e+00
4.01463e+03,1.00000e+00
4.01464e+03,1.00000e+00
4.01465e+03,1.00000e+00
4.01466e+03,1.00000e+00
4.01467e+03,1.00000e+00
4.01468e+03,1.00000e+00
4.01469e+03,1.00000e+00
4.01470e+03,1.00000e+00
4.01471e+03,1.00000e+00
4.01472e+03,1.00000e+00
4.01473e+03,1.00000e+00
4.01474e+03,1.00000e+00
4.01475e+03,1.00000e+00
4.01476e+03,1.00000e+00
4.01477e+03,1.00000e+00
4.01478e+03,1.00000e+00
4.01479e+03,1.00000e+00
4.01480e+03,1.00000e+00
4.01481e+03,1.00000e+00
4.01482e+03,1.00000e+00
4.01483e+03,1.00000e+00
4.01484e+03,1.00000e+00
4.01485e+03,1.00000e+00
4.01486e+03,1.00000e+00
4.01487e+03,1.00000e+00
4.01488e+03,1.00000e+00
4.01489e+03,1.00000e+00
4.01490e+03,1.00000e+00
4.01491e+03,1.00000e+00
4.01492e+03,1.00000e+00
4.01493e+03,1.00000e+00
4.01494e+03,1.00000e+00
4.01495e+03,1.00000e+00
4.01496e+03,1.00000e+00
4.01497e+03,1.00000e+00
4.01498e+03,1.00000e+00
4.01499e+03,1.00000e+00
4.01500e+03,1.00000e+00
4.01501e+03,1.00000e+00
4.01502e+03,1.00000e+00
4.01503e+03,1.00000e+00
4.01504e+03,1.00000e+00
4.01505e+03,1.00000e+00
4.01506e+03,1.00000e+00
4.01507e+03,1.00000e+00
4.01508e+03,1.00000e+00
4.01509e+03,1.00000e+00
4.01510e+03,1.00000e+00
4.01511e+03,1.00000e+00
4.01512e+03,1.00000e+00
4.01513e+03,1.00000e+00
4.01514e+03,1.00000e+00
4.01515e+03,1.00000e+00
4.01516e+03,1.00000e+00
4.01517e+03,1.00000e+00
4.01518e+03,1.00000e+00
4.01519e+03,1.00000e+00
4.01520e+03,1.00000e+00
4.01521e+03,1.00000e+00
4.01522e+03,1.00000e+00
4.01523e+03,1.00000e+00
4.01524e+03,1.00000e+00
4.01525e+03,1.00000e+00
4.01526e+03,1.00000e+00
4.01527e+03,1.00000e+00
4.01528e+03,1.00000e+00
4.01529e+03,1.00000e+00
4.01530e+03,1.00000e+00
4.01531e+03,1.00000e+00
4.01532e+03,1.00000e+00
4.01533e+03,1.00000e+00
4.01534e+03,1.00000e+00
4.01535e+03,1.00000e+00
4.01536e+03,1.00000e+00
4.01537e+03,1.00000e+00
4.01538e+03,1.00000e+00
4.01539e+03,1.00000e+00
4.01540e+03,1.00000e+00
4.01541e+03,1.00000e+00
4.01542e+03,1.00000e+00
4.01543e+03,1.00000e+00
4.01544e+03,1.00000e+00
4.01545e+03,1.00000e+00
4.01546e+03,1.00000e+00
4.01547e+03,1.00000e+00
4.01548e+03,1.00000e+00
4.01549e+03,1.00000e+00
4.01550e+03,1.00000e+00
4.01551e+03,1.00000e+00
4.01552e+03,1.00000e+00
4.01553e+03,1.00000e+00
4.01554e+03,1.00000e+00
4.01555e+03,1.00000e+00
4.01556e+03,1.00000e+00
4.01557e+03,1.00000e+00
4.01558e+03,1.00000e+00
4.01559e+03,1.00000e+00
4.01560e+03,1.00000e+00
4.01561e+03,1.00000e+00
4.01562e+03,1.00000e+00
4.01563e+03,1.00000e+00
4.01564e+03,1.00000e+00
4.01565e+03,1.00000e+00
4.01566e+03,1.00000e+00
4.01567e+03,1.00000e+00
4.01568e+03,1.00000e+00
4.01569e+03,1.00000e+00
4.01570e+03,1.00000e+00
4.01571e+03,1.00000e+00
4.01572e+03,1.00000e+00
4.01573e+03,1.00000e+00
4.01574e+03,1.00000e+00
4.01575e+03,1.00000e+00
4.01576e+03,1.00000e+00
4.01577e+03,1.00000e+00
4.01578e+03,1.00000e+00
4.01579e+03,1.00000e+00
4.01580e+03,1.00000e+00
4.01581e+03,1.00000e+00
4.01582e+03,1.00000e+00
4.01583e+03,1.00000e+00
4.01584e+03,1.00000e+00
4.01585e+03,1.00000e+00
4.01586e+03,1.00000e+00
4.01587e+03,1.00000e+00
4.01588e+03,1.00000e+00
4.01589e+03,1.00000e+00
4.01590e+03,1.00000e+00
4.01591e+03,1.00000e+00
4.01592e+03,1.00000e+00
4.01593e+03,1.00000e+00
4.01594e+03,1.00000e+00
4.01595e+03,1.00000e+00
4.01596e+03,1.00000e+00
4.01597e+03,1.00000e+00
4.01598e+03,1.00000e+00
4.01599e+03,1.00000e+00
4.01600e+03,1.00000e+00
4.01601e+03,1.00000e+00
4.01602e+03,1.00000e+00
4.01603e+03,1.00000e+00
4.01604e+03,1.00000e+00
4.01605e+03,1.00000e+00
4.01606e+03,1.00000e+00
4.01607e+03,1.00000e+00
4.01608e+03,1.00000e+00
4.01609e+03,1.00000e+00
4.01610e+03,1.00000e+00
4.01611e+03,1.00000e+00
4.01612e+03,1.00000e+00
4.01613e+03,1.00000e+00
4.01614e+03,1.00000e+00
4.01615e+03,1.00000e+00
4.01616e+03,1.00000e+00
4.01617e+03,1.00000e+00
4.01618e+03,1.00000e+00
4.01619e+03,1.00000e+00
4.01620e+03,1.00000e+00
4.01621e+03,1.00000e+00
4.01622e+03,1.00000e+00
4.01623e+03,1.00000e+00
4.01624e+03,1.00000e+00
4.01625e+03,1.00000e+00
4.01626e+03,1.00000e+00
4.01627e+03,1.00000e+00
4.01628e+03,1.00000e+00
4.01629e+03,1.00000e+00
4.01630e+03,1.00000e+00
4.01631e+03,1.00000e+00
4.01632e+03,1.00000e+00
4.01633e+03,1.00000e+00
4.01634e+03,1.00000e+00
4.01635e+03,1.00000e+00
4.01636e+03,1.00000e+00
4.01637e+03,1.00000e+00
4.01638e+03,1.00000e+00
4.01639e+03,1.00000e+00
4.01640e+03,1.00000e+00
4.01641e+03,1.00000e+00
4.01642e+03,1.00000e+00
4.01643e+03,1.00000e+00
4.01644e+03,1.00000e+00
4.01645e+03,1.00000e+00
4.01646e+03,1.00000e+00
4.01647e+03,1.00000e+00
4.01648e+03,1.00000e+00
4.01649e+03,1.00000e+00
4.01650e+03,1.00000e+00
4.01651e+03,1.00000e+00
4.01652e+03,1.00000e+00
4.01653e+03,1.00000e+00
4.01654e+03,1.00000e+00
4.01655e+03,1.00000e+00
4.01656e+03,1.00000e+00
4.01657e+03,1.00000e+00
4.01658e+03,1.00000e+00
4.01659e+03,1.00000e+00
4.01660e+03,1.00000e+00
4.01661e+03,1.00000e+00
4.01662e+03,1.00000e+00
4.01663e+03,1.00000e+00
4.01664e+03,1.00000e+00
4.01665e+03,1.00000e+00
4.01666e+03,1.00000e+00
4.01667e+03,1.00000e+00
4.01668e+03,1.00000e+00
4.01669e+03,1.00000e+00
4.01670e+03,1.00000e+00
4.01671e+03,1.00000e+00
4.01672e+03,1.00000e+00
4.01673e+03,1.00000e+00
4.01674e+03,1.00000e+00
4.01675e+03,1.00000e+00
4.01676e+03,1.00000e+00
4.01677e+03,1.00000e+00
4.01678e+03,1.00000e+00
4.01679e+03,1.00000e+00
4.01680e+03,1.00000e+00
4.01681e+03,1.00000e+00
4.01682e+03,1.00000e+00
4.01683e+03,1.00000e+00
4.01684e+03,1.00000e+00
4.01685e+03,1.00000e+00
4.01686e+03,1.00000e+00
4.01687e+03,1.00000e+00
4.01688e+03,1.00000e+00
4.01689e+03,1.00000e+00
4.01690e+03,1.00000e+00
4.01691e+03,1.00000e+00
4.01692e+03,1.00000e+00
4.01693e+03,1.00000e+00
4.01694e+03,1.00000e+00
4.01695e+03,1.00000e+00
4.01696e+03,1.00000e+00
4.01697e+03,1.00000e+00
4.01698e+03,1.00000e+00
4.01699e+03,1.00000e+00
4.01700e+03,1.00000e+00
4.01701e+03,1.00000e+00
4.01702e+03,1.00000e+00
4.01703e+03,1.00000e+00
4.01704e+03,1.00000e+00
4.01705e+03,1.00000e+00
4.01706e+03,1.00000e+00
4.01707e+03,1.00000e+00
4.01708e+03,1.00000e+00
4.01709e+03,1.00000e+00
4.01710e+03,1.00000e+00
4.01711e+03,1.00000e+00
4.01712e+03,1.00000e+00
4.01713e+03,1.00000e+00
4.01714e+03,1.00000e+00
4.01715e+03,1.00000e+00
4.01716e+03,1.00000e+00
4.01717e+03,1.00000e+00
4.01718e+03,1.00000e+00
4.01719e+03,1.00000e+00
4.01720e+03,1.00000e+00
4.01721e+03,1.00000e+00
4.01722e+03,1.00000e+00
4.01723e+03,1.00000e+00
4.01724e+03,1.00000e+00
4.01725e+03,1.00000e+00
4.01726e+03,1.00000e+00
4.01727e+03,1.00000e+00
4.01728e+03,1.00000e+00
4.01729e+03,1.00000e+00
4.01730e+03,1.00000e+00
4.01731e+03,1.00000e+00
4.01732e+03,1.00000e+00
4.01733e+03,1.00000e+00
4.01734e+03,1.00000e+00
